1660,1,0,"Бамбук (темный)"
1670,1,0,Ольха
1678,1,0,Слива
1686,1,0,"Берёза пламенная"
1713,1,0,Пекан
1740,1,0,"Махагони Африканский"
1758,1,0,Маскарей
1760,1,0,Чанул
1774,1,0,"Тик (бразильский)"
1779,1,0,"Орех Бразильский"
1793,1,0,Пальма
1795,1,0,"Бук (барокко)"
1804,1,0,"Дуб (мореный серый)"
1847,1,0,Пуинкадо
1861,1,0,"Кабриува Дорадо"
1865,1,0,"Ятоба Мирим"
2002,1,0,Кедр
2019,1,0,Груша
2023,1,0,"Американская вишня"
2088,1,0,"Королевское дерево"
2102,1,0,Эбен
2675,1,0,"Тик (бирманский)"
3130,1,0,Эвкалипт
3853,1,0,Яблоня
3903,1,0,Камень
4362,1,0,Афзелия
4385,1,0,Кумие
4404,1,0,Тауари
4500,1,0,Ярра
4824,1,0,Улин
4915,1,0,Каштан
4929,1,0,"Акация (красная)"
5284,1,0,Панга-панга
5289,1,0,"Лайсвуд (Платаниус)"
5572,1,0,"Вишня (Селект)"
5600,1,0,Анегри
5706,1,0,Амарант
5714,1,0,"Кабриува Россе"
5731,1,0,Анчар
5760,1,0,"Ниове (Niove)"
5777,1,0,taun
5811,1,0,"Дуб Рустик"
5858,1,0,"Ипе (бразильское)"
5893,1,0,"Мерсава светлая"
5936,1,0,Белиан
5996,1,0,черешня
6094,1,0,Ильм
6140,1,0,Платан
6192,1,0,Бакури
6295,1,0,Моаби
6318,1,0,Сипо
6395,1,0,Инсиенсо
6401,1,0,"Тик лесной"
6485,1,0,Майду
6534,1,0,"Тюльпановое дерево"
6540,1,0,Кокоболо
6542,1,0,"Кипарис (средиземн.)"
6545,1,0,"Спирит морской"
6577,1,0,Тайгервуд
6594,1,0,"Ироко (темное)"
6617,1,0,Муйракатиара
6689,1,0,Касай
6693,1,0,Рубиния
6889,1,0,Дауглас
7422,1,0,"Венге Сиам"
7435,1,0,Макассар
7453,1,0,"Пич пайн"
7456,1,0,Макоре
2,2,0,245915897
14,2,0,19998
23,2,0,253517866
28,2,0,253517867
29,2,0,253517868
30,2,0,253517869
31,2,0,253517870
33,2,0,253719302
36,2,0,253719303
37,2,0,253719304
38,2,0,253719305
39,2,0,253719306
41,2,0,253616769
43,2,0,253616770
44,2,0,253616771
63,2,0,249020050
66,2,0,249020049
67,2,0,249020054
68,2,0,249020058
69,2,0,249020057
76,2,0,248916376
79,2,0,248919772
80,2,0,248919771
81,2,0,248916375
82,2,0,248916371
84,2,0,249217654
87,2,0,249217655
88,2,0,249217656
89,2,0,249217657
90,2,0,249217658
92,2,0,249117630
93,2,0,249119774
94,2,0,249119775
95,2,0,249119776
96,2,0,249119777
99,2,0,242819385
105,2,0,242819384
107,2,0,242819383
109,2,0,242819387
111,2,0,242819386
117,2,0,243019394
119,2,0,243019397
120,2,0,243019396
122,2,0,243019400
126,2,0,243119417
128,2,0,243119416
129,2,0,243119415
130,2,0,243119414
133,2,0,244819419
137,2,0,244819418
139,2,0,244515441
141,2,0,244819420
142,2,0,244515440
143,2,0,244515439
145,2,0,243715409
148,2,0,244716870
161,2,0,24337
168,2,0,24343
172,2,0,24341
175,2,0,24340
178,2,0,24346
188,2,0,20643
193,2,0,20636
197,2,0,20633
198,2,0,20632
199,2,0,20635
201,2,0,253118747
202,2,0,253118748
203,2,0,253118749
204,2,0,253118750
205,2,0,253118751
207,2,0,252818712
210,2,0,252818711
213,2,0,252818710
216,2,0,252818716
219,2,0,252818724
222,2,0,252718689
225,2,0,252718688
226,2,0,252718687
229,2,0,252718702
232,2,0,252718708
236,2,0,252518617
239,2,0,252518615
241,2,0,252518590
244,2,0,252518616
247,2,0,252518610
251,2,0,252418564
252,2,0,252418571
253,2,0,252418577
256,2,0,252418567
259,2,0,252418565
261,2,0,252918730
263,2,0,252918732
264,2,0,252918725
265,2,0,252918726
268,2,0,252918729
270,2,0,252618672
271,2,0,252618650
273,2,0,252618645
276,2,0,252618646
279,2,0,252618664
283,2,0,252318561
286,2,0,252318545
289,2,0,252318560
292,2,0,252318557
294,2,0,252318553
298,2,0,253018737
299,2,0,253018739
300,2,0,253018738
301,2,0,253018743
302,2,0,253018745
307,2,0,21345
311,2,0,21346
312,2,0,21347
314,2,0,21348
315,2,0,21349
318,2,0,24278
324,2,0,24280
325,2,0,24273
326,2,0,23930
327,2,0,23929
329,2,0,19106
338,2,0,23530
343,2,0,22771
361,2,0,16590
365,2,0,16591
366,2,0,16596
373,2,0,16594
374,2,0,19901
377,2,0,21446
380,2,0,21448
381,2,0,21450
382,2,0,21451
384,2,0,21549
400,2,0,17802
405,2,0,21316
406,2,0,17796
407,2,0,17799
410,2,0,23829
414,2,0,17798
415,2,0,23830
418,2,0,23823
419,2,0,23824
420,2,0,23825
421,2,0,23831
422,2,0,23833
423,2,0,23834
424,2,0,23835
425,2,0,23836
426,2,0,23832
427,2,0,21194
430,2,0,21195
431,2,0,21196
432,2,0,21197
433,2,0,21191
434,2,0,21193
435,2,0,21192
436,2,0,21200
437,2,0,21204
438,2,0,21206
439,2,0,21205
440,2,0,19569
445,2,0,21201
447,2,0,24131
451,2,0,24133
452,2,0,24126
453,2,0,24127
454,2,0,24128
458,2,0,20079
462,2,0,20813
463,2,0,20077
464,2,0,20071
465,2,0,20081
468,2,0,20145
473,2,0,15811
475,2,0,20164
476,2,0,15813
477,2,0,15812
479,2,0,20797
483,2,0,20798
484,2,0,20799
485,2,0,20794
486,2,0,20795
489,2,0,21136
493,2,0,21137
494,2,0,21141
495,2,0,21132
496,2,0,21133
498,2,0,22505
500,2,0,22511
501,2,0,22513
502,2,0,22519
505,2,0,22745
509,2,0,22515
510,2,0,22734
511,2,0,22738
512,2,0,22737
513,2,0,22735
516,2,0,21110
518,2,0,21101
520,2,0,20217
521,2,0,20219
522,2,0,20222
525,2,0,17846
527,2,0,17842
530,2,0,17858
532,2,0,17815
535,2,0,17807
536,2,0,17808
537,2,0,17816
538,2,0,17304
541,2,0,20278
543,2,0,20280
544,2,0,20276
546,2,0,20350
548,2,0,20260
551,2,0,20593
554,2,0,20590
556,2,0,20488
559,2,0,21181
564,2,0,20585
567,2,0,20989
574,2,0,20990
575,2,0,20994
576,2,0,20992
577,2,0,20987
580,2,0,21372
582,2,0,14955
583,2,0,14952
584,2,0,20186
585,2,0,21370
588,2,0,19539
590,2,0,19540
593,2,0,20824
596,2,0,21476
597,2,0,21483
598,2,0,21482
599,2,0,21477
601,2,0,20177
604,2,0,20173
605,2,0,14973
606,2,0,14976
607,2,0,15006
610,2,0,19747
614,2,0,19748
615,2,0,19749
616,2,0,19750
617,2,0,19751
619,2,0,264217468
624,2,0,264217480
625,2,0,264220367
626,2,0,264220368
627,2,0,264220369
629,2,0,21492
632,2,0,21494
633,2,0,21490
634,2,0,21493
635,2,0,21491
651,2,0,245916749
657,2,0,246019997
665,2,0,246119994
669,2,0,246619603
671,2,0,246419600
673,2,0,246619604
676,2,0,246419601
678,2,0,246421286
681,2,0,246817779
684,2,0,246817780
685,2,0,246817783
688,2,0,247119676
691,2,0,246817785
692,2,0,246817784
693,2,0,247119673
695,2,0,247119677
698,2,0,247119678
699,2,0,247119674
703,2,0,246919568
707,2,0,246919565
711,2,0,246919566
714,2,0,246919567
715,2,0,246919564
717,2,0,251717334
718,2,0,251717335
719,2,0,251717336
720,2,0,251717337
721,2,0,251717338
722,2,0,251717339
724,2,0,18279
725,2,0,18280
726,2,0,18281
727,2,0,18283
728,2,0,18282
729,2,0,18287
730,2,0,18284
731,2,0,18285
732,2,0,18288
733,2,0,18286
734,2,0,18289
735,2,0,18290
736,2,0,18291
737,2,0,18292
738,2,0,18293
739,2,0,18294
740,2,0,18295
741,2,0,18296
755,2,0,17324
759,2,0,17325
760,2,0,17417
761,2,0,17418
763,2,0,17483
767,2,0,17419
769,2,0,17484
773,2,0,17485
775,2,0,17486
777,2,0,17487
780,2,0,20693
783,2,0,20694
784,2,0,20695
785,2,0,20696
787,2,0,20672
789,2,0,19913
793,2,0,19914
794,2,0,19915
795,2,0,19916
796,2,0,19917
799,2,0,18013
801,2,0,18014
802,2,0,18015
803,2,0,18016
804,2,0,18017
810,2,0,18442
813,2,0,18443
814,2,0,18444
815,2,0,18445
816,2,0,18446
817,2,0,271319128
819,2,0,271319129
820,2,0,271319131
821,2,0,271319132
822,2,0,271319133
823,2,0,271319134
824,2,0,271319130
826,2,0,22857
829,2,0,19275
831,2,0,19276
832,2,0,19278
835,2,0,23905
838,2,0,23906
839,2,0,23907
840,2,0,23908
841,2,0,23909
842,2,0,21501
846,2,0,237818259
848,2,0,237818260
849,2,0,237818261
850,2,0,237818262
851,2,0,24881
853,2,0,24750
855,2,0,24752
856,2,0,24751
857,2,0,24753
859,2,0,19979
864,2,0,21162
867,2,0,21167
869,2,0,21171
870,2,0,21166
873,2,0,21462
875,2,0,21464
876,2,0,21466
878,2,0,17112
880,2,0,17110
881,2,0,24770
882,2,0,24772
883,2,0,24771
884,2,0,17727
888,2,0,20060
890,2,0,19614
892,2,0,19613
895,2,0,21486
900,2,0,19592
903,2,0,19335
906,2,0,19340
907,2,0,19342
910,2,0,15106
916,2,0,20102
919,2,0,244515436
922,2,0,20103
924,2,0,21038
929,2,0,20118
933,2,0,21039
934,2,0,21032
936,2,0,21033
937,2,0,21034
939,2,0,15928
944,2,0,15926
945,2,0,15927
947,2,0,15931
949,2,0,19558
952,2,0,19560
954,2,0,18263
957,2,0,18264
958,2,0,18265
960,2,0,15090
963,2,0,21342
965,2,0,15085
967,2,0,15094
968,2,0,15842
970,2,0,18022
972,2,0,18021
973,2,0,18042
977,2,0,18041
979,2,0,18023
980,2,0,20802
982,2,0,20808
983,2,0,20807
985,2,0,16889
987,2,0,20806
989,2,0,16053
992,2,0,16076
995,2,0,17070
998,2,0,16485
1000,2,0,16516
1002,2,0,18275
1003,2,0,18278
1004,2,0,18273
1005,2,0,18276
1006,2,0,18274
1009,2,0,21217
1012,2,0,21218
1013,2,0,21219
1014,2,0,21220
1016,2,0,15649
1018,2,0,21221
1020,2,0,15652
1022,2,0,15651
1024,2,0,15653
1025,2,0,15665
1027,2,0,247818817
1028,2,0,247818815
1029,2,0,247818827
1030,2,0,247818833
1031,2,0,247818834
1033,2,0,248718944
1034,2,0,248718945
1035,2,0,248718946
1036,2,0,248718947
1037,2,0,248718948
1039,2,0,248618386
1041,2,0,248618397
1042,2,0,248618387
1043,2,0,248618420
1044,2,0,248618410
1046,2,0,242415336
1049,2,0,242415337
1051,2,0,242415338
1053,2,0,242415339
1055,2,0,242415340
1059,2,0,242617398
1060,2,0,242617397
1062,2,0,242617399
1063,2,0,242617400
1064,2,0,242617401
1065,2,0,242315387
1067,2,0,242315388
1068,2,0,242315389
1069,2,0,242315390
1070,2,0,242315391
1071,2,0,253915732
1072,2,0,253915985
1075,2,0,253916633
1076,2,0,253919934
1079,2,0,253915733
1080,2,0,254016380
1081,2,0,254016381
1083,2,0,20395
1084,2,0,20393
1085,2,0,20389
1086,2,0,20394
1087,2,0,20391
1088,2,0,19324
1090,2,0,254421282
1093,2,0,254421283
1094,2,0,254421284
1095,2,0,254421285
1097,2,0,254521287
1108,2,0,255121004
1111,2,0,255121005
1112,2,0,255121003
1115,2,0,24370
1119,2,0,24375
1120,2,0,24369
1121,2,0,24373
1122,2,0,24372
1124,2,0,23889
1128,2,0,23899
1131,2,0,23893
1134,2,0,23894
1135,2,0,23884
1138,2,0,24051
1140,2,0,24396
1142,2,0,24402
1144,2,0,24401
1146,2,0,24049
1148,2,0,23877
1149,2,0,23878
1150,2,0,23876
1152,2,0,23874
1154,2,0,23875
1157,2,0,24352
1158,2,0,18266
1159,2,0,18267
1160,2,0,18268
1161,2,0,18269
1162,2,0,18270
1163,2,0,17831
1166,2,0,17832
1168,2,0,17833
1170,2,0,19559
1172,2,0,17834
1176,2,0,19561
1185,2,0,245116363
1187,2,0,245116382
1188,2,0,245116383
1189,2,0,245116666
1191,2,0,245116667
1192,2,0,245219135
1193,2,0,245219136
1194,2,0,245219137
1195,2,0,245219138
1196,2,0,245219139
1203,2,0,246116762
1209,2,0,18240
1210,2,0,18241
1211,2,0,19317
1212,2,0,19318
1213,2,0,19321
1214,2,0,19326
1215,2,0,18236
1219,2,0,18244
1220,2,0,19330
1221,2,0,21548
1222,2,0,18238
1223,2,0,18235
1224,2,0,18239
1225,2,0,18246
1226,2,0,18250
1227,2,0,19270
1228,2,0,19271
1229,2,0,19273
1230,2,0,268717267
1231,2,0,268717268
1232,2,0,268717269
1233,2,0,268717270
1235,2,0,270017708
1236,2,0,268717271
1238,2,0,270017709
1239,2,0,270017710
1240,2,0,270017711
1241,2,0,270017712
1242,2,0,263415675
1243,2,0,263415676
1244,2,0,263415677
1245,2,0,263415679
1246,2,0,263415678
1247,2,0,265416932
1249,2,0,265416933
1250,2,0,265416934
1251,2,0,265416935
1252,2,0,265416936
1253,2,0,256914917
1254,2,0,256914918
1255,2,0,256914919
1256,2,0,256914920
1257,2,0,256914921
1258,2,0,266916419
1259,2,0,266916420
1260,2,0,266916421
1261,2,0,266916422
1262,2,0,266916423
1263,2,0,265516041
1264,2,0,265516042
1265,2,0,265516043
1266,2,0,265516044
1268,2,0,265516045
1269,2,0,264720000
1272,2,0,264720001
1273,2,0,264720002
1274,2,0,264720003
1275,2,0,264720004
1276,2,0,258017441
1277,2,0,258017442
1278,2,0,258017443
1279,2,0,258017444
1280,2,0,258017445
1281,2,0,267716687
1283,2,0,267716688
1284,2,0,267716689
1285,2,0,267716690
1286,2,0,267716691
1289,2,0,19154
1291,2,0,19155
1292,2,0,19156
1293,2,0,19157
1294,2,0,262116850
1295,2,0,19158
1296,2,0,262116851
1297,2,0,262116852
1298,2,0,262116853
1299,2,0,262116854
1300,2,0,263915826
1301,2,0,263915827
1303,2,0,263915828
1305,2,0,263915829
1306,2,0,263915830
1308,2,0,19237
1310,2,0,19240
1311,2,0,19241
1312,2,0,19242
1314,2,0,19244
1315,2,0,256016343
1317,2,0,256016344
1319,2,0,256016345
1321,2,0,256017076
1322,2,0,256017077
1323,2,0,262218978
1324,2,0,262218979
1325,2,0,262218980
1326,2,0,262218981
1327,2,0,262218982
1328,2,0,267616651
1329,2,0,270717861
1331,2,0,270717862
1334,2,0,270717863
1335,2,0,270717864
1336,2,0,270717865
1337,2,0,263815815
1339,2,0,263815816
1340,2,0,263815817
1342,2,0,263815818
1343,2,0,263815819
1346,2,0,18080
1349,2,0,18081
1350,2,0,18083
1351,2,0,18082
1352,2,0,18084
1353,2,0,259318112
1354,2,0,259318137
1355,2,0,259318138
1356,2,0,259318141
1357,2,0,259318154
1359,2,0,19247
1362,2,0,19248
1363,2,0,19249
1364,2,0,19250
1365,2,0,21213
1367,2,0,258316488
1370,2,0,258316487
1372,2,0,258316486
1373,2,0,258315083
1375,2,0,258315080
1378,2,0,258515313
1379,2,0,258515314
1380,2,0,264915970
1381,2,0,264915971
1382,2,0,264915972
1383,2,0,264915974
1385,2,0,264915975
1386,2,0,256817023
1387,2,0,256817024
1388,2,0,256817025
1389,2,0,256817026
1390,2,0,256817027
1392,2,0,257017060
1393,2,0,257017061
1394,2,0,257017062
1395,2,0,257017063
1396,2,0,257017064
1399,2,0,21009
1401,2,0,21010
1402,2,0,21011
1403,2,0,21012
1404,2,0,21013
1405,2,0,255519430
1406,2,0,255519431
1407,2,0,255519432
1408,2,0,255519435
1409,2,0,258715315
1410,2,0,255519440
1411,2,0,258715316
1412,2,0,258715317
1414,2,0,258715318
1415,2,0,258715319
1417,2,0,259215341
1419,2,0,259215330
1420,2,0,259215343
1422,2,0,259215344
1423,2,0,259215345
1424,2,0,261915329
1426,2,0,261917113
1428,2,0,261917114
1429,2,0,261917115
1430,2,0,261917116
1431,2,0,258817572
1432,2,0,258817573
1434,2,0,258817574
1435,2,0,258817575
1436,2,0,263616992
1437,2,0,257214958
1438,2,0,257214959
1439,2,0,257214960
1440,2,0,257214961
1441,2,0,257214962
1443,2,0,268817482
1444,2,0,268817481
1445,2,0,259820719
1446,2,0,259820720
1447,2,0,259820721
1448,2,0,259820722
1449,2,0,259820723
1450,2,0,261715303
1452,2,0,261715304
1453,2,0,261715305
1454,2,0,261715307
1455,2,0,261715306
1456,2,0,262415667
1457,2,0,262416384
1458,2,0,262416385
1459,2,0,262416386
1460,2,0,262416387
1461,2,0,262615500
1462,2,0,262615501
1463,2,0,262615502
1464,2,0,262615503
1465,2,0,262615504
1467,2,0,260315117
1469,2,0,260315118
1470,2,0,260315119
1471,2,0,260315120
1473,2,0,260316021
1474,2,0,257315049
1475,2,0,257316072
1476,2,0,257316069
1477,2,0,257315017
1478,2,0,257315018
1479,2,0,265917321
1480,2,0,265917322
1482,2,0,265917323
1483,2,0,266416170
1484,2,0,266416171
1485,2,0,266416172
1486,2,0,266416173
1487,2,0,266416174
1488,2,0,266116088
1489,2,0,266116086
1490,2,0,266116087
1491,2,0,266116089
1492,2,0,268616887
1493,2,0,266116090
1494,2,0,268616888
1495,2,0,265616054
1496,2,0,265616055
1498,2,0,265616056
1499,2,0,262715601
1501,2,0,265616057
1502,2,0,265616058
1503,2,0,262715602
1505,2,0,262716077
1506,2,0,262717074
1507,2,0,262717075
1508,2,0,260115016
1509,2,0,260115806
1510,2,0,260115807
1511,2,0,260115808
1513,2,0,260115809
1514,2,0,267016444
1515,2,0,267016445
1516,2,0,267016446
1517,2,0,267016447
1518,2,0,267016448
1519,2,0,263015624
1521,2,0,263015625
1522,2,0,263015627
1523,2,0,263015634
1525,2,0,263015637
1526,2,0,256716997
1527,2,0,256716998
1528,2,0,256716999
1529,2,0,256717000
1530,2,0,256717001
1531,2,0,256615986
1532,2,0,256615987
1533,2,0,256615988
1534,2,0,256615989
1535,2,0,256615990
1536,2,0,270819286
1539,2,0,270819287
1540,2,0,270819288
1541,2,0,270819289
1542,2,0,270819290
1543,2,0,265216023
1545,2,0,265216024
1546,2,0,265216025
1547,2,0,265216026
1548,2,0,265216027
1550,2,0,255416802
1551,2,0,255416803
1552,2,0,255416804
1553,2,0,255416805
1554,2,0,255416806
1555,2,0,260215086
1557,2,0,260215087
1559,2,0,260215088
1560,2,0,260215091
1562,2,0,260215092
1563,2,0,256319226
1566,2,0,256319227
1567,2,0,256319228
1568,2,0,256319229
1569,2,0,256319230
1570,2,0,264015831
1572,2,0,264015832
1574,2,0,264015833
1577,2,0,264015835
1579,2,0,264015834
1580,2,0,265317395
1581,2,0,260917396
1582,2,0,258417363
1583,2,0,258417364
1584,2,0,258417365
1585,2,0,258417366
1586,2,0,258417367
1587,2,0,266716184
1588,2,0,266716185
1589,2,0,266716186
1590,2,0,266716187
1591,2,0,266716188
1592,2,0,263215668
1594,2,0,263215669
1596,2,0,263215670
1598,2,0,263215671
1599,2,0,263215672
1600,2,0,266516177
1601,2,0,266516178
1602,2,0,266516489
1603,2,0,266516490
1604,2,0,261815327
1605,2,0,261815328
1606,2,0,268119531
1608,2,0,268121380
1609,2,0,268121384
1610,2,0,268121387
1611,2,0,268121390
1612,2,0,269017702
1613,2,0,269017703
1614,2,0,269017704
1615,2,0,269017705
1616,2,0,269017706
1617,2,0,264815933
1618,2,0,264815934
1619,2,0,264815935
1620,2,0,264815936
1621,2,0,264815937
1622,2,0,263115626
1623,2,0,263115628
1624,2,0,263115629
1625,2,0,263115630
1626,2,0,263115631
1627,2,0,268316179
1628,2,0,268316181
1629,2,0,268316182
1630,2,0,268317518
1631,2,0,268317519
1632,2,0,261215264
1633,2,0,261215265
1634,2,0,261215266
1636,2,0,261215267
1637,2,0,261215268
1638,2,0,260615698
1639,2,0,260615699
1640,2,0,260615700
1641,2,0,260615701
1643,2,0,260615702
1644,2,0,264515887
1645,2,0,264515888
1646,2,0,264515889
1647,2,0,264515890
1648,2,0,264515891
1649,2,0,268516945
1650,2,0,268516946
1651,2,0,268516947
1652,2,0,268516948
1653,2,0,268516949
1654,2,0,260515158
1657,2,0,260515160
1658,2,0,260515159
1659,2,0,260515161
1661,2,0,258117450
1665,2,0,260515742
1666,2,0,258117451
1667,2,0,258117452
1668,2,0,258117453
1669,2,0,258117454
1671,2,0,261015197
1672,2,0,261015193
1673,2,0,261015198
1674,2,0,261015199
1675,2,0,261015200
1676,2,0,267916963
1677,2,0,267916964
1679,2,0,267916965
1680,2,0,267916966
1681,2,0,267916967
1682,2,0,260815271
1683,2,0,260815270
1684,2,0,260815272
1685,2,0,260815273
1687,2,0,260815274
1688,2,0,260415151
1690,2,0,260415152
1691,2,0,260415153
1692,2,0,260415154
1693,2,0,260415155
1694,2,0,264115843
1695,2,0,264115845
1696,2,0,264115844
1697,2,0,264115846
1698,2,0,264115847
1699,2,0,261617596
1701,2,0,261617597
1702,2,0,261617598
1703,2,0,261617599
1704,2,0,261617600
1705,2,0,257515122
1706,2,0,257515124
1707,2,0,257515123
1708,2,0,257515125
1709,2,0,257515126
1710,2,0,267816764
1711,2,0,267816765
1712,2,0,267816766
1714,2,0,267816767
1715,2,0,267816768
1716,2,0,261115172
1717,2,0,261115173
1718,2,0,261115175
1719,2,0,261115176
1720,2,0,261115177
1721,2,0,266816395
1722,2,0,266816396
1723,2,0,266816397
1724,2,0,266816400
1725,2,0,266816403
1726,2,0,268416183
1727,2,0,268416847
1728,2,0,268416848
1729,2,0,268416849
1730,2,0,259115350
1731,2,0,268417500
1732,2,0,259115351
1733,2,0,259115352
1734,2,0,259115353
1735,2,0,259115354
1736,2,0,264315856
1737,2,0,264315857
1738,2,0,264315858
1739,2,0,264315859
1741,2,0,264315860
1743,2,0,266016080
1746,2,0,266016081
1748,2,0,266016082
1749,2,0,266016083
1750,2,0,266016084
1751,2,0,262316095
1752,2,0,262316096
1753,2,0,262316097
1754,2,0,262316098
1755,2,0,262316099
1756,2,0,265816078
1757,2,0,265816079
1759,2,0,263715498
1761,2,0,263715499
1762,2,0,258615686
1763,2,0,258615687
1764,2,0,258615688
1765,2,0,258615689
1766,2,0,258615690
1767,2,0,262515447
1769,2,0,262515448
1770,2,0,262515449
1771,2,0,262515450
1773,2,0,262515451
1775,2,0,257615064
1777,2,0,257615073
1778,2,0,257615076
1780,2,0,257615077
1781,2,0,257615078
1782,2,0,257814877
1783,2,0,257820129
1786,2,0,257820130
1787,2,0,257820131
1788,2,0,257820132
1789,2,0,255714879
1790,2,0,255714880
1791,2,0,255714881
1792,2,0,255714882
1794,2,0,255714883
1796,2,0,257415050
1797,2,0,257415051
1798,2,0,257415052
1799,2,0,257415053
1800,2,0,257415054
1801,2,0,256515364
1802,2,0,256515368
1803,2,0,256515372
1805,2,0,256515373
1806,2,0,256515377
1807,2,0,264615909
1808,2,0,264615910
1809,2,0,264615911
1810,2,0,264615912
1811,2,0,264615913
1812,2,0,255914850
1813,2,0,255914852
1814,2,0,255914851
1815,2,0,255914853
1816,2,0,255914854
1817,2,0,267416635
1818,2,0,267416636
1819,2,0,267416637
1820,2,0,267416638
1821,2,0,267416639
1822,2,0,257917410
1823,2,0,257917411
1824,2,0,257917412
1825,2,0,257917413
1826,2,0,257917414
1827,2,0,270116472
1828,2,0,270117542
1829,2,0,270117547
1830,2,0,270117554
1831,2,0,256217117
1832,2,0,256217118
1833,2,0,256217170
1834,2,0,256217171
1835,2,0,256217172
1836,2,0,265016004
1837,2,0,265016005
1838,2,0,265016006
1840,2,0,265016007
1841,2,0,265016008
1842,2,0,264415873
1843,2,0,264415874
1844,2,0,264415875
1845,2,0,264415877
1846,2,0,264415876
1848,2,0,267216834
1849,2,0,255619597
1850,2,0,255619599
1851,2,0,268221397
1853,2,0,255619598
1855,2,0,268221402
1856,2,0,268221405
1857,2,0,268221406
1859,2,0,259015359
1860,2,0,268221407
1862,2,0,259015360
1863,2,0,259015362
1864,2,0,259015363
1866,2,0,259015365
1867,2,0,245116678
1868,2,0,245116677
1869,2,0,245116675
1870,2,0,245116683
1871,2,0,245116686
1872,2,0,245116681
1873,2,0,245116680
1874,2,0,245116671
1875,2,0,245116682
1876,2,0,245116673
1877,2,0,253519294
1878,2,0,253719309
1879,2,0,253519292
1880,2,0,253519298
1881,2,0,253519299
1882,2,0,253719314
1883,2,0,253719310
1884,2,0,253519300
1885,2,0,253719315
1886,2,0,253519297
1887,2,0,253719312
1888,2,0,253517871
1889,2,0,253519296
1890,2,0,253719313
1891,2,0,253719307
1892,2,0,253519295
1893,2,0,253719311
1894,2,0,253719316
1895,2,0,253719308
1896,2,0,253519293
1898,2,0,253519301
1899,2,0,249217659
1900,2,0,249217660
1901,2,0,249217661
1902,2,0,249217662
1903,2,0,249217663
1904,2,0,249217664
1905,2,0,249217665
1906,2,0,249217666
1907,2,0,249217667
1910,2,0,248917258
1911,2,0,248917255
1914,2,0,249117651
1915,2,0,249117652
1916,2,0,249020053
1917,2,0,249020059
1918,2,0,249020051
1919,2,0,249020052
1920,2,0,249020048
1921,2,0,249020056
1922,2,0,249020055
1924,2,0,248919773
1925,2,0,248916370
1926,2,0,248916372
1927,2,0,248916373
1928,2,0,248916374
1929,2,0,248916377
1930,2,0,248916378
1931,2,0,248916379
1932,2,0,248917257
1933,2,0,248917259
1934,2,0,248917260
1935,2,0,248917261
1936,2,0,248917265
1937,2,0,248917266
1938,2,0,248919766
1939,2,0,248919767
1940,2,0,248919768
1941,2,0,248919769
1942,2,0,249119778
1943,2,0,249119779
1944,2,0,249117642
1945,2,0,249117631
1946,2,0,249117633
1947,2,0,249117638
1948,2,0,249117639
1949,2,0,249117640
1950,2,0,249117641
1951,2,0,249117646
1952,2,0,249117649
